"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"pred[5]",1904.07274145171,1903,1892.26680519494,839,0.95,1749.37,2055.59,NA,NA,NA,NA,NA,NA,NA
"pred[6]",2864.07284343131,2864.57,2862.70107446758,846.9,0.95,2594.35,3126.81,NA,NA,NA,NA,NA,NA,NA
"pred[7]",2865.29387122575,2865.53,2863.158891217,846.7,0.95,2610.87,3143.7,NA,NA,NA,NA,NA,NA,NA
"pred[8]",2923.64221355729,2923.81,2922.82785592353,847.1,0.95,2666.82,3200.04,NA,NA,NA,NA,NA,NA,NA
"pred[9]",2968.58169166167,2968.18,2966.7672790134,846.3,0.95,2714.04,3246.95,NA,NA,NA,NA,NA,NA,NA
"pred[10]",2140.72048590282,2139.56,2131.71972612962,843.5,0.95,1985.85,2293.85,NA,NA,NA,NA,NA,NA,NA
"pred[11]",2225.99033993201,2224.53,2217.68909873455,855,0.95,2075.96,2385.69,NA,NA,NA,NA,NA,NA,NA
"pred[12]",2224.84174765047,2223.42,2216.92690304996,848.9,0.95,2077.35,2386.68,NA,NA,NA,NA,NA,NA,NA
"pred[13]",2073.77911617676,2072.62,2064.36160859389,840.9,0.95,1917.84,2225.08,NA,NA,NA,NA,NA,NA,NA
"pred[14]",1981.95060187962,1980.37,1971.26837421503,844.2,0.95,1829.48,2137.22,NA,NA,NA,NA,NA,NA,NA
"pred[15]",1984.76849630074,1983.26,1974.20832492704,842.2,0.95,1834.81,2142.18,NA,NA,NA,NA,NA,NA,NA
"pred[16]",2947.95432113577,2947.73,2946.09109764706,846.6,0.95,2690.52,3224.37,NA,NA,NA,NA,NA,NA,NA
"pred[17]",2948.61585482903,2948.63,2948.01792547968,846.9,0.95,2689.34,3223.53,NA,NA,NA,NA,NA,NA,NA
"pred[18]",1973.02864427115,1971.39,1961.60082266807,840,0.95,1821.9,2128.61,NA,NA,NA,NA,NA,NA,NA
"pred[19]",1972.40635472905,1970.87,1962.1078135294,843.1,0.95,1822.92,2130.53,NA,NA,NA,NA,NA,NA,NA
"pred[20]",1946.77156968606,1945.33,1935.38359111473,842.3,0.95,1796.59,2103.94,NA,NA,NA,NA,NA,NA,NA
"pred[21]",1923.98605078984,1922.87,1913.17150578696,838.3,0.95,1774.26,2080.71,NA,NA,NA,NA,NA,NA,NA
"pred[22]",1908.61076184763,1907.76,1896.92116519175,839.2,0.95,1758.43,2064.06,NA,NA,NA,NA,NA,NA,NA
"pred[23]",1930.3598940212,1929.32,1918.38781269548,840.5,0.95,1781.86,2088.45,NA,NA,NA,NA,NA,NA,NA
"pred[24]",1923.58831433713,1922.07,1912.69609330573,839.2,0.95,1775.54,2082.16,NA,NA,NA,NA,NA,NA,NA
"pred[25]",996.48524115177,995.363,991.803518941843,2824.1,0.95,954.745,1041.03,NA,NA,NA,NA,NA,NA,NA
"pred[26]",993.708143971206,992.602,989.338592259791,2745.7,0.95,952.466,1036.78,NA,NA,NA,NA,NA,NA,NA
"pred[27]",986.015353729254,984.784,983.495139543468,2672.6,0.95,944.654,1027.82,NA,NA,NA,NA,NA,NA,NA
"pred[28]",973.409122975405,972.235,971.039992404296,2661.9,0.95,931.835,1014.83,NA,NA,NA,NA,NA,NA,NA
"pred[29]",974.966552689462,973.504,971.160949469568,2673.5,0.95,933.232,1015.56,NA,NA,NA,NA,NA,NA,NA
"pred[30]",1917.24773645271,1917.23,1908.58774994299,1229.7,0.95,1759.19,2076.88,NA,NA,NA,NA,NA,NA,NA
"pred[31]",1918.37296340732,1918.5,1909.47092301121,1229.5,0.95,1766.93,2084.5,NA,NA,NA,NA,NA,NA,NA
"pred[32]",1909.00611477704,1909.23,1899.60767055647,1229.9,0.95,1757.39,2075.21,NA,NA,NA,NA,NA,NA,NA
"pred[33]",1911.59763447311,1911.62,1901.83697671597,1230,0.95,1760.07,2077.76,NA,NA,NA,NA,NA,NA,NA
"pred[34]",966.920096980604,965.939,965.255785774732,2634.1,0.95,927.712,1009.2,NA,NA,NA,NA,NA,NA,NA
"pred[35]",976.983217956409,975.643,972.797256026361,2642.7,0.95,936.964,1018.8,NA,NA,NA,NA,NA,NA,NA
"pred[36]",971.887166366727,970.534,968.660555727217,2673.3,0.95,931.847,1014.6,NA,NA,NA,NA,NA,NA,NA
"pred[37]",929.265514297141,928.04,925.407540477755,2657.4,0.95,889.76,971.827,NA,NA,NA,NA,NA,NA,NA
"pred[38]",920.691536692661,919.44,916.305379736859,2642.2,0.95,880.592,962.089,NA,NA,NA,NA,NA,NA,NA
"pred[39]",920.839170965807,919.53,916.161366925847,2629.8,0.95,881.403,962.603,NA,NA,NA,NA,NA,NA,NA
"pred[40]",1878.62690861828,1878.71,1869.98186510189,1228.5,0.95,1725.39,2043.22,NA,NA,NA,NA,NA,NA,NA
"pred[41]",1882.97449510098,1883.09,1873.29242598943,1228.4,0.95,1731.63,2049.54,NA,NA,NA,NA,NA,NA,NA
"pred[42]",920.41725194961,919.199,917.474063670136,2598.4,0.95,880.055,961.022,NA,NA,NA,NA,NA,NA,NA
"pred[43]",916.225266546691,914.881,911.202390000834,2616.7,0.95,876.219,957.018,NA,NA,NA,NA,NA,NA,NA
"pred[44]",908.984115976805,907.622,903.901463362576,2605.7,0.95,867.949,948.642,NA,NA,NA,NA,NA,NA,NA
"pred[45]",904.624861027794,903.362,901.364482085461,2590.5,0.95,865.031,945.606,NA,NA,NA,NA,NA,NA,NA
"pred[46]",902.930831033793,901.729,897.948905839347,2596.6,0.95,863.235,943.598,NA,NA,NA,NA,NA,NA,NA
"pred[47]",888.389173765247,887.176,883.259406979466,2600.4,0.95,848.781,929.048,NA,NA,NA,NA,NA,NA,NA
"pred[48]",874.615856628674,873.377,871.895032780005,2581.7,0.95,835.887,916.039,NA,NA,NA,NA,NA,NA,NA
"pred[49]",878.232121375725,877.076,875.79546642231,2683,0.95,841.186,922.97,NA,NA,NA,NA,NA,NA,NA
"pred[50]",880.926711057788,879.746,878.43297804285,2681.5,0.95,843.868,925.363,NA,NA,NA,NA,NA,NA,NA
"pred[51]",854.12876064787,852.98,851.498595686002,2689.9,0.95,815.479,897.977,NA,NA,NA,NA,NA,NA,NA
"pred[52]",860.829931013797,859.71,858.380630632842,2667.5,0.95,822.943,904.381,NA,NA,NA,NA,NA,NA,NA
"pred[53]",866.336411917616,865.235,864.346391242989,2664.2,0.95,828.926,910.307,NA,NA,NA,NA,NA,NA,NA
"pred[54]",1828.13543491302,1828.36,1818.86903020603,1229.6,0.95,1676.59,1994.05,NA,NA,NA,NA,NA,NA,NA
"pred[55]",1827.30816036793,1827.28,1818.12230774609,1229.8,0.95,1676.27,1993.39,NA,NA,NA,NA,NA,NA,NA
"pred[56]",1826.44311137772,1826.44,1818.39647920324,1230.1,0.95,1675.14,1992.49,NA,NA,NA,NA,NA,NA,NA
"pred[57]",1832.92925014997,1832.91,1824.21925021092,1230.5,0.95,1681.61,1999.13,NA,NA,NA,NA,NA,NA,NA
"pred[58]",867.719539892022,866.364,863.13086807971,2658.9,0.95,828.216,908.921,NA,NA,NA,NA,NA,NA,NA
"pred[59]",862.961536492701,861.646,858.60775788375,2652.4,0.95,824.439,905.038,NA,NA,NA,NA,NA,NA,NA
"pred[60]",852.550981603679,851.326,850.421707468168,2642.3,0.95,814.661,895.624,NA,NA,NA,NA,NA,NA,NA
"pred[61]",882.896060587882,881.603,878.264128545085,2648.5,0.95,843.649,924.436,NA,NA,NA,NA,NA,NA,NA
"pred[62]",893.216353129374,891.885,887.662460822548,2668.4,0.95,853.241,934.637,NA,NA,NA,NA,NA,NA,NA
"pred[63]",908.074651269746,906.682,902.817526641363,2661.8,0.95,868.026,949.488,NA,NA,NA,NA,NA,NA,NA
"pred[64]",1881.53484303139,1881.7,1871.53050060952,1231.5,0.95,1720.48,2039.19,NA,NA,NA,NA,NA,NA,NA
"pred[65]",1880.82728454309,1881.02,1871.11758028624,1232.7,0.95,1721.17,2039.72,NA,NA,NA,NA,NA,NA,NA
"pred[66]",910.633058188362,909.414,907.352506078958,2747.9,0.95,868.166,952.478,NA,NA,NA,NA,NA,NA,NA
"pred[67]",902.269157968406,901.005,898.76626138664,2727.5,0.95,863.117,946.756,NA,NA,NA,NA,NA,NA,NA
"pred[68]",886.59349590082,885.248,881.509586159687,2685.2,0.95,847.943,929.976,NA,NA,NA,NA,NA,NA,NA
"pred[69]",873.95575104979,872.659,868.391046658059,2669.9,0.95,835.155,916.799,NA,NA,NA,NA,NA,NA,NA
"pred[70]",866.409201359728,865.09,860.884503573092,2637,0.95,826.715,907.408,NA,NA,NA,NA,NA,NA,NA
"pred[71]",860.753318536293,859.529,856.905180803415,2619.7,0.95,821.271,901.797,NA,NA,NA,NA,NA,NA,NA
"pred[72]",859.852142571486,858.606,857.435774347378,2616.5,0.95,821.868,902.735,NA,NA,NA,NA,NA,NA,NA
"pred[73]",1708.83281343731,1708.61,1707.71112746607,835,0.95,1563.08,1869.22,NA,NA,NA,NA,NA,NA,NA
"pred[74]",1695.77015596881,1695.59,1694.8599980861,834.6,0.95,1549.79,1855.6,NA,NA,NA,NA,NA,NA,NA
"pred[75]",1694.35699460108,1693.98,1690.90562328453,834.6,0.95,1548.86,1854.7,NA,NA,NA,NA,NA,NA,NA
"pred[76]",1697.61650869826,1697.28,1692.90082476508,834.6,0.95,1552.11,1857.83,NA,NA,NA,NA,NA,NA,NA
"pred[77]",1696.39046790642,1696.09,1685.28172099426,834.6,0.95,1550.94,1856.24,NA,NA,NA,NA,NA,NA,NA
"pred[78]",2657.02233953209,2656.57,2648.91966049067,846.5,0.95,2388.02,2921.78,NA,NA,NA,NA,NA,NA,NA
"pred[79]",2660.53117576485,2660.21,2653.14815565009,846.6,0.95,2390.74,2924.62,NA,NA,NA,NA,NA,NA,NA
"pred[80]",2671.35021595681,2670.94,2663.24873937118,846.6,0.95,2418.96,2953.06,NA,NA,NA,NA,NA,NA,NA
"pred[81]",2693.02621675665,2693.11,2686.29312186327,846.6,0.95,2440.2,2974.28,NA,NA,NA,NA,NA,NA,NA
"pred[82]",1742.0876184763,1741.72,1729.82703432958,834.6,0.95,1599.2,1905.11,NA,NA,NA,NA,NA,NA,NA
"pred[83]",1752.59664867027,1752.32,1740.35520481668,834.7,0.95,1609.42,1915.06,NA,NA,NA,NA,NA,NA,NA
"pred[84]",1775.97469106179,1775.52,1762.22929063273,835.8,0.95,1630.12,1935.96,NA,NA,NA,NA,NA,NA,NA
