"sampling_size","seed","rf_cum_3_day_p_value","temperature_p_value","ws_p_value","deg_from_north_p_value","dow_p_value","working_days_p_value","hour_p_value","pre_peak_hour_p_value","pm10_p_value","duration","trial_number","mean_p_value"
7500,1491,0.706978013845374,0.98553016960173,0.923882502669964,0.975070679798486,0.986742439068934,1,0.932549340469127,0.999995732192007,0.572344208275037,303.372370958328,151,0.898121453991184
10000,1491,0.321981801357091,0.89067553513586,0.999856851228509,0.999867455967409,0.999999991146342,0.999999999997675,0.99999968965181,1,0.244059545827059,403.719631910324,152,0.828493430034639
7500,6422,0.94349074266344,0.836472958332227,0.991099678799328,0.613780327864888,0.854226218306701,0.998979481981731,0.9787236103162,0.999999999082985,0.803478382901197,289.512959003448,153,0.891139044472077
10000,6422,0.999993265577332,0.826252103214732,0.56367548531828,0.814359164151758,0.881436260616194,0.88143626061618,0.944497558565517,0.999923212306393,0.999929212050256,446.401579856873,154,0.879055835824071
7500,8012,0.965991125397676,0.907197738251005,0.0625565619411091,0.673220816085756,0.997940990260135,1,0.213231864224148,1,0.99929383285434,297.37541103363,155,0.757714769890463
10000,8012,0.907225553906882,0.871944140247621,0.0539958958396456,0.745017490644167,0.963207510947176,1,0.518552274099724,1,0.999963157737914,415.970902919769,156,0.78443400260257
7500,7640,0.860659354746897,0.967176589936526,0.859166127054255,0.991352134270499,0.997724252148615,1,0.999955353413773,1,0.891015713082082,314.300757884979,157,0.951894391628072
10000,7640,0.769567810719705,0.467344417191615,0.999357228776375,0.975632143142076,0.977394799435654,1,0.916195547565275,1,0.847047043775192,463.807666063309,158,0.883615443400655
7500,1787,0.98774809847735,0.996295267528364,0.941666418478365,0.56345240361792,0.999999977698569,1,0.40767770052664,0.999999999082985,0.934180260602299,317.615606069565,159,0.870113347334721
10000,1787,0.995257291922945,0.978546267352393,0.779861625787462,0.662938710571219,0.999999900524178,1,0.88558460769452,0.999999892013044,0.907953616473558,392.076140880585,160,0.912237990259924
