"sampling_size","seed","rf_cum_3_day_p_value","temperature_p_value","ws_p_value","deg_from_north_p_value","dow_p_value","working_days_p_value","hour_p_value","pre_peak_hour_p_value","pm10_p_value","duration","trial_number","mean_p_value"
5000,9698,0.900338147771038,0.80231453073654,0.42788487679968,0.558476075374363,0.999715698368321,0.99998841161587,0.993609866489761,1,0.848175270245093,226.435045003891,54,0.836722541933407
100,9894,0.357392619813527,0.797852511358142,0.952011667778061,0.0935436715882546,0.996234251344201,0.9962342513442,0.458731557913992,1,0.892291445249946,31.1017231941223,55,0.727143552932258
500,9894,0.114493522713292,0.33952452862647,0.640741747655499,0.170280103629222,0.927877152646066,1,0.430960133123743,0.998026627224291,0.0777169211211257,45.3318791389465,56,0.522180081859968
1000,9894,0.636318027176761,0.196990565425199,0.0228737276672381,0.32788860213999,0.999859754390173,0.999999986351322,0.562586589145974,1,0.0619656107850541,77.0518958568573,57,0.534275873675746
2000,9894,0.657159745898319,0.221028554709903,0.0481301126486081,0.896867782661313,0.919143062501385,0.999992162680442,0.845536115408584,0.975495561781415,0.729983928268116,132.324979782104,58,0.699259669617565
2500,9894,0.510635497131556,0.169011434685776,0.0392047268694127,0.993044555263397,0.989835649210066,0.99999549622386,0.806353082748787,0.975832340569562,0.715675593485979,156.975646972656,59,0.688843152909822
5000,9894,0.351076720327542,0.311995355514552,0.326685937099422,0.819826090202807,0.999925805337465,1,0.98151409226298,0.914029372574929,0.575088161275639,225.301105976105,60,0.697793503843926
100,6096,0.62527861520439,0.529400117568103,0.990856912091477,0.321126702738899,0.877704709668595,0.877704709668596,0.554827972508813,0.999999999998687,0.332249426168775,27.0807762145996,61,0.678794351735148
500,6096,0.881193033904,0.83960309969518,0.116296772586927,0.778136950033677,1,1,0.791831324660158,0.999753605110624,0.863889893335155,44.4650800228119,62,0.807856075480636
1000,6096,0.50383172615289,0.288198301552846,0.0940518258514313,0.644307311578087,0.243037228238344,0.243037228238347,0.614226682251135,0.988752780751279,0.797362790672902,74.7214109897614,63,0.490756208365251
2000,6096,0.915339431617736,0.0223461120490521,0.153609650383447,0.406191127908852,0.883776196873578,0.883776196873584,0.860350912332487,0.956567497467331,0.844011734550483,134.414503097534,64,0.658440984450728
2500,6096,0.999937505129952,0.085538102784229,0.731125471605506,0.492062529714161,0.969713568706156,0.96971356870616,0.571768419233732,0.954606531187225,0.875480990162691,168.921277999878,65,0.738882965247757
5000,6096,0.997115973440131,0.626157231609342,0.540844120990412,0.407012365625814,0.998241566935224,0.999999999999995,0.353406041058073,0.999999999946663,0.766043683609168,220.028679847717,66,0.743202331468313
100,758,0.974858550417151,0.0756291500449073,0.513833737672745,0.0160354344755615,0.95844412049699,0.958444120496989,0.242771384928196,1,0.0391765746400479,24.3322060108185,67,0.531021452574732
500,758,0.960472997121,0.651379164409699,0.982021412184096,0.0509540328935436,0.644812926300119,0.998977668626615,0.81815416373602,0.999425755355555,0.714210944732879,37.0195889472961,68,0.757823229484392
1000,758,0.742259255165467,0.545687682168481,0.330355857730795,0.18955582076647,0.44064621885056,1,0.740739337884834,0.999991509720576,0.191049906653743,69.6011290550232,69,0.575587287660103
2000,758,0.389109394090995,0.288869311873079,0.370509409867052,0.155702320195484,0.592515029049665,1,0.812094489677876,0.999999999024161,0.299379939508143,141.645452976227,70,0.545353321476273
2500,758,0.59666662335729,0.951391556021275,0.300760168544437,0.407048134077545,0.466630289130913,0.99645801825914,0.889453339859469,1,0.644036580178039,160.903311014175,71,0.694716078825345
5000,758,0.974877382719904,0.191643910325163,0.835939859244574,0.294179298153314,0.999999999971853,0.999999999971853,0.999643254768293,0.999997287971367,0.723536073580901,239.530054807663,72,0.77997967407858
100,8593,0.884894919541859,0.258862121568582,0.0123470895918723,0.421120739872607,0.975063578195948,0.9962342513442,0.407474460196946,1,0.646877246229848,26.2429420948029,73,0.622541600726874
500,8593,0.919977368787326,0.973813904715676,0.281249515196694,0.775914112621773,0.473389813105094,1,0.585574715406575,0.782164356727575,0.276380514051941,46.9398300647736,74,0.674273811179184
1000,8593,0.341610378766273,0.593698536755654,0.470003756218546,0.832462018627362,0.796716167621934,1,0.727682063417207,1,0.600273886766295,71.718327999115,75,0.706938534241474
2000,8593,0.95769667289786,0.80187851259062,0.266259731175946,0.961355851428775,0.975337168700846,1,0.550239999438735,0.995315150300584,0.893775967686685,130.565253973007,76,0.822428783802228
2500,8593,0.971137420209528,0.805014540899399,0.62112568434849,0.91122855330964,0.999999321815752,1,0.837000154972312,0.84721167032831,0.994855002117766,162.028332948685,77,0.8875080386668
5000,8593,0.6747273207349,0.540601440674176,0.797980122109512,0.745748173049286,0.999999992464845,0.999999994200555,0.999540237723663,0.9988478994669,0.344233667641884,317.233954906464,78,0.789075427562858
100,510,0.329325318314773,0.0106804062130825,0.296960067488044,0.776524556446237,0.407104675103316,0.698168707319589,0.308277428595886,0.996893538738011,0.967458454528427,28.9437370300293,79,0.53237701697193
500,510,0.251887074054814,0.377707961925531,0.776885102127031,0.971364810038192,0.747905390593158,0.999997496441012,0.789488443029888,0.932966755871466,0.880301323096873,43.0443091392517,80,0.747611595241996
1000,510,0.258999678611853,0.0645293231509547,0.688322274251873,0.193422194457998,0.8930326449069,1,0.8183272294531,0.72169211602552,0.64308341803864,68.9388308525085,81,0.586823208766316
2000,510,0.871653041382616,0.563494630258552,0.990501145441776,0.012670508379498,0.997906964455686,1,0.240171302086393,0.999485309063479,0.71531127147449,151.262588024139,82,0.710132685838054
2500,510,0.978888724615108,0.83522813954608,0.99970923564713,0.104649450696857,0.556661245879739,0.999999999999997,0.76260454684777,1,0.61274526035079,191.733580112457,83,0.761165178175941
5000,510,0.999983838771501,0.924738713336952,0.664928252826814,0.745389848884955,0.648357858727329,1,0.975245755123878,0.999999999998118,0.994504114422809,239.619062185287,84,0.883683153565817
100,2630,0.998956713635368,0.370956573928813,0.938031432657123,0.799639682019583,0.999981766943758,0.999999999999978,0.988943238006327,1,0.803657615129378,28.4710628986359,85,0.87779633581337
500,2630,0.842495506907942,0.428353226609905,0.999697803176628,0.711924652213416,0.379509320839751,0.379509320839754,0.823020846982874,1,0.00508982779723843,44.0584499835968,86,0.61884450059639
1000,2630,0.834506468850872,0.999992575170416,0.889096244762957,0.945644558429316,0.796732995231076,0.980934682438418,0.901950983725937,0.999999996984602,0.28738707776424,75.9270830154419,87,0.848471731484204
2000,2630,0.910861056126961,0.576755385063112,0.835349912458768,0.247436934101149,0.0697525145437209,0.0697525145437224,0.602650422316672,1,0.188603714952127,148.184520959854,88,0.500129161567359
2500,2630,0.713832169938143,0.807108386896201,0.956864611949917,0.251158938364813,0.0472507042439596,0.0472507042439612,0.484278010224388,0.999999999986712,0.446004153272039,214.567967891693,89,0.528194186568904
5000,2630,0.990388025694185,0.983849494798393,0.323793498808861,0.508541354844819,0.910548268369495,0.99998841161587,0.63170387485883,1,0.682497902924887,335.304003000259,90,0.781256759101704
100,1491,0.998906505537987,0.616722554839555,0.617517673252747,0.295209918839167,0.516306875724097,0.999996240563116,0.475698345208542,0.999987896644389,0.759121377196246,29.928190946579,91,0.697718598645094
500,1491,0.996067420728761,0.279756993053935,0.251553046779679,0.811561333439673,0.253066733455142,0.864742392073906,0.241106624031043,0.987119532628409,0.519056611263053,45.449196100235,92,0.578225631939289
1000,1491,0.981426714077238,0.689244525938664,0.144348635290377,0.794057761061267,0.941640714035972,0.941640714035975,0.44049910230009,0.999999999999776,0.383559708261626,84.7139298915863,93,0.701824208333443
2000,1491,0.813849908190004,0.58269394624841,0.997232491717665,0.982746220772601,0.999999994975471,1,0.921947423897161,1,0.242692059280247,142.512542009354,94,0.837906893897951
2500,1491,0.998502549889962,0.527227579312959,0.999884220210062,0.9856241665852,0.957197854625408,1,0.97026265073556,1,0.20603658839331,185.361104011536,95,0.849415067750274
5000,1491,0.9968192481673,0.828487696109841,0.612887083267184,0.96272343637408,0.992097469179407,0.999999996426715,0.970127205199148,1,0.238866023686613,238.954172134399,96,0.844667573156699
100,6422,0.924259704184121,0.669617596789737,0.548428377348518,0.646738715826529,0.281446172404231,1,0.266766869043753,0.999999999998687,0.656086736613873,31.4653880596161,97,0.665927130245494
500,6422,0.57844664531404,0.194108098561924,0.543431616477735,0.128799652709251,0.296782718327735,0.384240636338135,0.98687108836606,0.946940266088914,0.323371730176977,47.1046450138092,98,0.486999161373419
1000,6422,0.983340929891999,0.174061386874171,0.842623182659538,0.518175009993531,0.980065935542624,0.997107475680963,0.183790167647599,0.999999999997198,0.59963357309442,70.8598258495331,99,0.697644184598005
2000,6422,0.874069013166588,0.972539916045368,0.884729157205079,0.199024958008586,0.999982136477517,1,0.500276062297203,1,0.51134230227734,132.322335004807,100,0.771329282830854
2500,6422,0.469347007114858,0.991347228614507,0.970200508567412,0.101248428740245,0.9478980781705,1,0.69986672260385,1,0.296854689287193,150.343836069107,101,0.71964029589984
5000,6422,0.456403305160717,0.684023427992865,0.53488658634981,0.24181024672759,0.614865187841336,0.999560941882837,0.995396423992791,1,0.659118595700817,294.954325914383,102,0.687340523960974
100,8012,0.743548925710133,0.961570427498448,0.822141062274935,0.189902797723662,0.969706214270637,1,0.853228111143696,0.540802957544712,0.989478646293163,29.3878488540649,103,0.785597682495487
500,8012,0.99425274593113,0.86059656356006,0.442042932852895,0.0439039040624364,0.988587712822207,0.999882472318335,0.725977531640178,0.999999999999997,0.848569712349841,43.9162979125977,104,0.767090397281898
1000,8012,0.789889506911713,0.73313234988062,0.238569640259906,0.853532035726613,0.939872839101698,0.999999970551951,0.68449417583272,0.999949086586403,0.540485728370107,70.6951289176941,105,0.753325037024637
2000,8012,0.473900387647879,0.82376729757289,0.132454863439991,0.757526492949592,0.995523435596482,1,0.782056465986806,0.868235513424248,0.96703618576878,132.916890859604,106,0.755611182487408
2500,8012,0.458565600437403,0.874790696822567,0.250361463633036,0.929496508086403,0.826319818065352,1,0.470534639747726,0.98532854984112,0.972324811927043,161.371876001358,107,0.751969120951183
5000,8012,0.915453765866901,0.8870687127971,0.407271187338952,0.955422894670372,0.99027101865355,0.999999999999987,0.317054500653785,0.999999990876249,0.960887825716475,219.168474912643,108,0.825936655174819
100,7640,0.997710231781465,0.196073877901115,0.545540564850336,0.74379780746636,1,1,0.66597266997319,0.966807842103701,0.458513356850609,29.0739099979401,109,0.730490705658531
500,7640,0.958363578237895,0.716961480681249,0.322483409595175,0.311305437151382,0.103791134281937,0.103791134281935,0.510885685538825,0.999999999269537,0.201285059452987,44.7624368667603,110,0.469874102054547
1000,7640,0.896819435484591,0.845942623891775,0.631993871853964,0.064165569042414,0.488197861499764,0.488197861499758,0.133522622710289,0.999999996984602,0.544696131700876,71.1977281570435,111,0.565948441629781
2000,7640,0.446768286367749,0.996407571657211,0.825024944808418,0.0419826215072517,0.734957167757691,0.734957167757683,0.0391465749438072,1,0.471530711050917,132.169466018677,112,0.587863893983414
2500,7640,0.801419000858388,0.939132509449688,0.702303824138274,0.244478062547308,0.455851928203477,0.626870491862342,0.0906515552486555,1,0.47044780025071,159.466191053391,113,0.59235057472876
5000,7640,0.971368435305995,0.617693147113503,0.999999991100998,0.946326698071299,0.978733003169345,0.999999954228595,0.421608601190412,1,0.910276755560787,294.453201055527,114,0.87177850952677
100,1787,0.408507598660868,0.123462060730781,0.164574196498907,0.423911789890189,0.996234251344201,0.9962342513442,0.0761514036779273,0.707486101563925,0.519797547330974,30.0934820175171,115,0.490706577893553
500,1787,0.696938648919023,0.20941806275754,0.629557271933428,0.768881923154019,0.840205311120592,1,0.197516151303325,0.999999999979732,0.180107135893354,44.5101101398468,116,0.613624945006779
1000,1787,0.54582033260805,0.486609039484773,0.899805186787421,0.748844417016967,0.94659912844367,0.999787879642115,0.521169747383388,0.8070308562832,0.732816514348647,70.5764451026917,117,0.743164789110915
2000,1787,0.97836401024083,0.683144777649756,0.999278017645648,0.222284627006543,0.995267123103898,1,0.652966756425684,0.68361279827127,0.471368125883692,130.77206492424,118,0.742920692914147
2500,1787,0.975761949642745,0.589271723154623,0.927039391487683,0.552021047508411,0.964260558069406,1,0.712015718842484,0.84721167032831,0.517259283005341,158.03524684906,119,0.787204593559889
5000,1787,0.999242759852975,0.995688640982184,0.909804316083266,0.668059586098598,0.985361504693417,0.999999969697676,0.966062229513763,1,0.46076932833278,311.149108171463,120,0.887220926139406
7500,166,0.822918684556894,0.260234042480552,0.776875189510669,0.995243365571635,0.974399365780971,0.99136766477081,0.991878601735525,1,0.999899589905507,304.476878166199,121,0.868090722701396
10000,166,0.705048799591388,0.717807750365094,0.581615557333701,0.999830346133506,0.870654881041162,0.870654881041147,0.996049382267749,1,0.938949968608862,394.992490053177,122,0.853401285153623
7500,6182,0.971379349490256,0.953182754519199,0.155006660941719,0.620631137696582,0.99999999999999,1,0.972915960258238,1,0.848785493768201,330.170089006424,123,0.835766817408243
10000,6182,0.825897479501259,0.977509015222502,0.896091903994281,0.960058835384438,0.999999999999944,0.999999999999944,0.99996788835089,1,0.998123770481611,416.821295976639,124,0.961960988103874
7500,5119,0.97391916776153,0.834840457182723,0.652933094666461,0.607180337207727,0.995826865250297,1,0.997629991500477,1,0.554721702276299,277.250658988953,125,0.846339068427279
10000,5119,1,0.727654269336589,0.745484631286446,0.463707978864423,0.999999999999995,1,0.999651379911842,0.999999999786394,0.958830036896211,368.407689094543,126,0.877258699564656
7500,4570,0.999924724211219,0.827882999034356,0.375069741950086,0.474749746187534,0.600221528355538,0.999999998663375,0.493474217338454,0.999999999961606,0.565337571849279,297.269966840744,127,0.704073391950161
10000,4570,0.992599771987567,0.997341315851168,0.783837665975896,0.999854870142736,0.482587379100823,0.998529364682696,0.470073197421793,1,0.911481585451176,398.186445951462,128,0.848478350068206
7500,1863,0.319617428921803,0.834110157428122,0.742475796402099,0.985290606136522,0.99999104442247,0.999999998663375,0.972515560722995,1,0.851608645311705,299.614979982376,129,0.856178804223233
10000,1863,0.779510262411602,0.97505831981843,0.684683550275357,0.862473097790014,0.99999999999485,1,0.999999915580866,0.999999998791236,0.996306198451755,405.272295951843,130,0.922003482568234
7500,3927,0.998945113584612,0.959739850882945,0.998541940703195,0.999689871955812,0.742503732420795,0.742503732420813,0.580788895715632,0.199636043511744,0.606403749510992,293.817537069321,131,0.75875032563406
10000,3927,0.873222973836895,0.759959687259173,0.91821488702723,0.819102293554614,0.998209410166961,0.998209410166961,0.768402124750189,0.500135740710063,0.938223353421178,369.309988975525,132,0.841519986765918
7500,4404,0.891555158359065,0.998557325178189,0.675200097652822,0.913062843048796,0.769935772047004,0.976290469285628,0.0514818562498888,1,0.704426932640083,308.407366991043,133,0.775612272717942
10000,4404,0.814045448123854,0.999841804669762,0.685944121276771,0.94170868446499,0.999658388130624,1,0.0439379437502854,0.999999968237252,0.992348037585025,403.265290021896,134,0.830831599582063
7500,9825,0.792552815911431,0.385557495557764,0.292306895661079,0.707912657883542,0.97913016319254,0.99999999999993,0.452949299517791,0.772104863062855,0.690710027952113,322.939002037048,135,0.674802690971005
10000,9825,0.993883492444015,0.952635627345688,0.327444115671528,0.999838090770091,0.999275102757124,1,0.921383180908595,0.999999749558654,0.975028917269539,376.683655023575,136,0.907720919636137
7500,9698,0.992922791953527,0.742663540873884,0.975898010649232,0.552944772498033,0.885555116799201,1,0.999999982477939,0.997830560366518,0.978639964012016,302.922461986542,137,0.902939415514483
10000,9698,0.976725020405933,0.990589117266447,0.999923397383691,0.985539422676978,0.999761417632489,0.999761417632489,0.999534282013054,0.999867165590766,0.801752765594725,396.798690080643,138,0.972606000688508
7500,9894,0.999968646679166,0.513524487462844,0.802095767164813,0.603590189876148,0.962091528090666,1,0.996410449902292,1,0.727961161370421,276.675153017044,139,0.845071358949595
10000,9894,0.99994600354762,0.980931628797238,0.63966626916143,0.966458161109241,0.999658388130624,0.999987574122499,0.996829736256277,1,0.97975750390739,423.437566995621,140,0.951470585003591
7500,6096,0.995164740898602,0.996174434723166,0.999983918744893,0.903190132934872,0.99999668264095,1,0.72219448001727,0.999999994040527,0.429611418244069,302.976029157639,141,0.894035089138261
10000,6096,0.905650590112912,0.977548711570822,0.998591617578544,0.999733199376602,0.999009587392597,1,0.982935451124814,1,0.812109604992882,407.125658035278,142,0.963953195794353
7500,758,0.995477821825287,0.49112888513382,0.960957983428634,0.50523359953576,0.99999668264095,0.999999999984867,0.998961101927332,0.990434699385676,0.995439616998825,303.903319120407,143,0.881958932317906
10000,758,0.972044236757913,0.754974567524936,0.68932761916499,0.993963074403526,0.990176966408296,1,0.999808737111943,0.999999749558654,0.999802060983838,447.372849941254,144,0.933344112434899
7500,8593,0.824405159211634,0.230965477548774,0.900799513461028,0.949954116749382,0.99961702191362,0.99961702191362,0.994279642807564,1,0.998150270453105,301.732137918472,145,0.877532024895414
10000,8593,0.805736375890467,0.857165799964693,0.546203764878055,0.997671925297993,0.998881906995885,0.999999995519914,0.953611026504288,1,0.999858100169523,406.628849983215,146,0.906569877246758
7500,510,0.935502619301332,0.932543406559775,0.804339977808059,0.980425188255325,0.999908566347955,0.999939429756641,0.93716371255221,1,0.977107016948303,311.678649902344,147,0.951881101947733
10000,510,0.840516451166056,0.991890969958745,0.622645421405247,0.943533310301937,0.999863231520174,0.999999933792125,0.892669026469466,1,0.999962697005293,580.723505973816,148,0.92123122684656
7500,2630,0.818037031181815,0.989420536678421,0.649404937477582,0.42028763272539,0.901270159148821,1,0.994020082879617,1,0.466052795044621,446.003924846649,149,0.804277019459585
10000,2630,0.461193463780126,0.975770313149198,0.99770605954011,0.833651650595993,0.975633129591919,0.99999999999131,0.876794123667889,1,0.904532236700215,415.335681915283,150,0.891697886335196
