trial_name,mu01,mu02,mu03,mu04,mu05,mu06,mu07,var01,var02,var03,var04,var05,var06,var07,number_chains,number_adaptation_steps,burn_in_steps,thinning_steps,initial_values_01,initial_values_02,initial_values_03,initial_values_04,initial_values_05,initial_values_06,initial_values_07,initial_values_08,initial_values_09,duration
model0noninf_003_gamma_gamma_c2_b100_a100_t3,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,100,100,3,0.1,0.4999417579715025,2.6851064816624746,1.7656890187853,1.4047573778718456,1.9950249629309869,1.5870115417988668,0.592452529743945,0.01,0
