trial_name,mu01,mu02,mu03,var01,var02,var03,number_chains,number_adaptation_steps,burn_in_steps,thinning_steps,initial_values_01,initial_values_02,initial_values_03,initial_values_04,initial_values_05,duration
model_027_gamma_gamma_c3_b500_a500_t5,-1,1,10,10,10,0.1,3,500,500,5,0.1,0.4941515465664108,2.673933066687274,0.593382673478898,0.01,52.62699999997858
