"sampling_size","seed","rf_cum_3_day_p_value","temperature_p_value","ws_p_value","deg_from_north_p_value","dow_p_value","working_days_p_value","hour_p_value","pre_peak_hour_p_value","pm10_p_value","duration","trial_number","mean_p_value"
1000,2068,0.923119973189753,0.605403134513456,0.495991497576189,0.361855565295434,0.999983510697666,0.999999999999989,0.396747252963355,0.986091116466346,0.112994885866093,0,1,0.653576326285364
1000,9804,0.598983234644143,0.1694932627036,0.646722504875869,0.503110787741242,0.953461361990182,0.999999999999989,0.999818783556514,0.986091116466346,0.476193521144645,0,2,0.703763841458059
1000,4016,0.359236187603557,0.190075162084443,0.494602055524641,0.138359486057602,0.941640714035972,0.941640714035975,0.285255739782766,0.999999999412821,0.51492017861579,0,3,0.540636693017063
1000,7791,0.944304131825683,0.537688630684065,0.799200157948712,0.355836955567982,0.576972089980902,1,0.544225317917153,0.999999999412821,0.29450299069917,0,4,0.672525586004054
1000,7362,0.14465269133216,0.831392419733231,0.920136261067193,0.866084622611677,0.7328485007346,0.999999999999998,0.96746061290686,0.999999677800455,0.824174826018177,0,5,0.809638845800484
1000,4269,0.0735356553259615,0.394486619042742,0.34295685875049,0.448664598490569,0.999761375238387,1,0.68449417583272,1,0.0745462869386738,0,6,0.55760506329106
1000,7333,0.917912681075708,0.880027169539962,0.861514634094874,0.952771887840413,0.999999999969835,1,0.801522533179838,0.999991509720576,0.987794149303218,0,7,0.933503840524936
1000,8930,0.861446438950332,0.522082581675617,0.330294323681737,0.323414653069365,0.92666454196608,1,0.602940235265871,1,0.905638904291821,0,8,0.71916463098898
1000,7261,0.996853208065172,0.271939546784974,0.40299276965348,0.666569578961665,0.455764139154313,1,0.999616010876983,0.933803334666968,0.139244040136506,0,9,0.651864736477785
1000,4064,0.690623380343054,0.201040659325251,0.896954154711355,0.33739566958737,0.591918252409491,0.999982040012527,0.68449417583272,1,0.262292752950447,0,10,0.629411231685802
1000,4164,0.879452057221227,0.467101661877027,0.987415376310291,0.507018083328131,0.0144738357895111,0.964723173941164,0.851700979711324,0.999999999999776,0.151218803579702,0,11,0.647011552417573
1000,1379,0.683131522197533,0.41401801519819,0.728937192511945,0.999768261608035,0.953461361990182,0.999999999972182,0.999936067672022,0.976997597599223,0.716848829712274,0,12,0.830344316495732
1000,9070,0.484560986936966,0.718164183808667,0.308615625112038,0.703651589237267,0.998883154422197,1,0.973265837941459,0.988752780751279,0.50296128845581,0,13,0.74209504962952
1000,1113,0.244322983815521,0.871431987824618,0.987431720168822,0.56228065752211,0.973228055807809,0.99999999991172,0.628104001023435,1,0.565370292503896,0,14,0.759129966508659
