trial_name,mu01,mu02,mu03,mu04,mu05,mu06,mu07,var01,var02,var03,var04,var05,var06,var07,number_chains,number_adaptation_steps,burn_in_steps,thinning_steps,initial_values_01,initial_values_02,initial_values_03,initial_values_04,initial_values_05,initial_values_06,initial_values_07,initial_values_08,initial_values_09,duration
model_049_gamma_gamma_c3_b500_a500_t5,-2,1.2,-1,15,0.1,-0.4,-0.1,100,0.001,10,0.01,10,10,0.1,3,500,500,5,0.1,0.4999417579715025,2.6851064816624746,1.4047573778718456,0.592452529743945,0.383232288087346,0.22739666895165248,0.43510581045066316,0.01,448.89999999999964
