"trial_name","mu01","mu02","mu03","mu04","mu05","mu06","mu07","var01","var02","var03","var04","var05","var06","var07","number_chains","number_adaptation_steps","burn_in_steps","thinning_steps","initial_values_list01","initial_values_list02","initial_values_list03","initial_values_list04","initial_values_list05","initial_values_list06","initial_values_list07","initial_values_list08","initial_values_list09","duration"
"model2_001_gamma_gamma_c3_b500_a500_t5",-40,40,0,-40,0,20,20,0.25,0.5,0.1,0.5,0.1,0.5,0.5,3,500,500,5,0.1,0.499941757971502,2.68510648166247,1.7656890187853,1.40475737787185,1.99502496293099,1.58701154179887,0.592452529743945,0.01,346.816251039505
