trial_name,mu01,mu02,mu03,mu04,mu05,mu06,mu07,var01,var02,var03,var04,var05,var06,var07,number_chains,number_adaptation_steps,burn_in_steps,thinning_steps,initial_values_01,initial_values_02,initial_values_03,initial_values_04,initial_values_05,initial_values_06,initial_values_07,initial_values_08,initial_values_09,duration
model0inf3e_001_gamma_gamma_c3_b500_a500_t5,-1,1,1,-1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,500,500,5,0.1,0.4999417579715025,2.6851064816624746,1.7656890187853,1.4047573778718456,1.51171429438158,1.5870115417988668,0.592452529743945,0.01,212.35000000000036
